"","Query","Tax","Matching","MapQ","AS.max"
"10172","960cbcbf-c78d-495b-9c4b-d7f982a08ecb","Lactobacillus_casei",94.4253269098417,0,2386
"10175","9612a476-80dd-4f29-9bc2-ea68983c75d0","Lactobacillus_casei",96.1512027491409,0,2554
"10179","961849a9-cdbe-41ec-8cd1-a8fc973fa816","Lactobacillus_salivarius",81.6091954022989,0,1134
"10187","96195905-bd5f-47e2-a69e-55be004b4102","Lactobacillus_fermentum",80.5844155844156,1,1216
"10190","962d9aad-3c3e-488c-aaa9-1900acdaac03","Lactobacillus_delbrueckii",90.3249097472924,1,1932
"10196","9642c740-2b7a-48d6-9c59-479521d60273","Pediococcus_pentosaceus",86.1415025528811,6,1556
"10200","9649f2bd-3186-4cbe-9ab6-a3905cac3773","Lactobacillus_fermentum",90.2255639097744,0,2020
"10204","9651a095-5fb7-4b03-a1e3-98f39b602874","Lactobacillus_fermentum",89.2728581713463,0,1846
"10209","9655ea16-e1a4-4b2f-ace2-62f1f5a80a7a","Lactobacillus_fermentum",95.3920220082531,0,2466
"10213","965e64af-7767-4163-8e86-8912deb363fa","Lactobacillus_salivarius",82.3529411764706,0,1138
"10216","966fdfd8-1711-4b3b-bdbb-cb6317feb037","Lactobacillus_casei",92.716133424098,0,2250
"10218","967ee9db-1770-4929-b940-46698f233243","Lactobacillus_casei",86.5836791147995,0,1658
"10222","96822b43-9da4-4d6c-bb4c-75afe23fbf36","Lactobacillus_casei",92.9469273743017,0,2228
"10225","9692cdd2-c4c0-4076-80f6-20f400ec2c6d","Lactobacillus_casei",88.8814016172507,0,1932
"10228","96b17b3b-fe08-4cc2-baa6-93c6f6467cdd","Lactobacillus_casei",93.646408839779,0,2338
"10233","96c0e63c-9e4b-47df-8e4a-dff1974e8a0f","Lactobacillus_fermentum",85.4807063440157,0,1650
"10237","96c1714a-95fb-4f00-9b4c-f20e1bcbbee9","Pediococcus_pentosaceus",88.8402625820569,6,1788
"10238","96c92b12-93fe-419e-9312-bce3cdaabfb1","Lactobacillus_casei",94.5504087193461,0,2422
"10241","96c984b4-a724-4c9c-af20-cc99074b8cbe","Lactobacillus_fermentum",87.1794871794872,0,1698
"10244","96d68554-80ec-46be-9475-db3d2bf175b5","Lactobacillus_casei",87.3356401384083,0,1734
"10250","96db7ecd-61bf-41a5-81f5-98d09122a6d1","Pediococcus_pentosaceus",86.4035087719298,1,1608
"10254","96e7fb4c-5190-4fd5-a548-918ce2e06ab7","Lactobacillus_paracasei",84.7782925215089,1,1580
"10258","96fbc503-1068-4886-9420-21544a579e2e","Lactobacillus_plantarum",89.2263195950832,1,1826
"10260","97160214-9065-4f70-8f28-b58507987fa8","Lactobacillus_paracasei",94.6786454733932,0,2402
"10263","971e6275-b526-458e-81dc-192bd40b8b1e","Lactobacillus_casei",78.8359788359788,1,1038
"10268","9725e2a9-9a86-4761-839e-ca9840b9af11","Lactobacillus_casei",92.9567642956764,0,2226
"10270","972a3666-e9ac-453a-a933-443e2763c49f","Lactobacillus_casei",87.5416389073951,0,1830
"10275","972f4634-4900-49f7-a18f-2d29e4b6d5b2","Lactobacillus_casei",91.5738161559889,0,2118
"10279","9733dc96-5812-4237-80a2-91ecbaf0eccc","Lactobacillus_buchneri",86.4544781643227,0,1580
"10283","975cc818-6c9c-46d6-8246-bce4eafea4c2","Lactobacillus_fermentum",94.4406314344544,0,2408
"10286","9769649a-c3c0-4008-9dbb-ca7373b7b6c5","Lactobacillus_casei",89.041095890411,0,2046
"10292","976b13f7-3eb9-4365-9abf-b072cb30ce22","Lactobacillus_fermentum",93.8566552901024,0,2364
"10294","976bb2f1-06f8-4e01-8d2d-73ea5a3135a2","Lactobacillus_casei",95.1000690131125,0,2440
"10298","9780cb8a-afb3-47a0-bd0c-de217cb063fd","Lactobacillus_casei",91.9500346981263,0,2152
"10306","9781605e-430b-492e-80e8-469b01219367","Lactobacillus_paracasei",92.3533778767632,13,2020
"10308","97842e49-244b-421e-89fe-8c82fb650156","Lactobacillus_mucosae",89.7909967845659,7,1688
"10313","978690a0-8897-4144-bb75-68c06df7b288","Lactobacillus_fermentum",87.303664921466,0,1840
"10316","97a90218-5b1f-4524-972c-8df69f9016a6","Lactobacillus_casei",82.6402640264026,26,1404
"10320","97a90300-a44c-4814-945b-1fe1a9e0592e","Lactobacillus_fermentum",83.4513844172569,0,1538
"10325","97acbe3b-3ba2-4429-9225-84a263c26a9f","Lactobacillus_paracasei",82.3298429319372,1,1328
"10327","97dd0fea-6610-4a36-a5b2-2cdbe0349bc6","Lactobacillus_casei",92.3349893541519,1,2116
"10334","97e504b7-08f6-49a8-8cfc-196bdc780fe3","Lactobacillus_buchneri",86.7128027681661,0,1716
"10340","980eb7e5-24ed-4086-b95b-4bdaedcdda9d","Lactobacillus_paracasei",92.5465838509317,3,2190
"10342","9811a05a-257c-4f44-b4c4-0b325ef224f1","Lactobacillus_fermentum",87.109375,0,1844
"10345","98162cb5-fb8c-42f1-91fb-1b1edbfecba5","Lactobacillus_casei",80.6666666666667,0,1204
"10350","9829f84e-0758-4beb-bd6b-a3f42b2c6aad","Lactobacillus_fermentum",87.4375446109921,1,1712
"10354","983fbfde-c35f-4dc1-bb91-e01464632075","Lactobacillus_fermentum",95.4172366621067,11,2488
"10356","98614cb5-5b96-4c50-b8c7-f286fa369b26","Lactobacillus_casei",90.4498269896194,15,2024
"10364","98638365-7434-4635-ab91-f1461fbc78aa","Lactobacillus_paracasei",83.8686131386861,1,1326
"10366","986a37e3-3453-43ac-8b33-2782d53df3c8","Lactobacillus_casei",93.8620689655172,0,2316
"10371","98815689-dbe1-4c5a-9c95-f0dcacf4accb","Lactobacillus_fermentum",88.5562208915502,0,1942
"10375","988dd730-2eeb-48a9-a47b-c2748ad1ccd4","Lactobacillus_paracasei",88.3814640698455,0,1900
"10379","989260d1-1d11-40c6-b02d-dda7d0c4d680","Lactobacillus_brevis",77.4843641417651,1,854
"10385","98b99b2c-79f6-4c1b-8164-dbd9fc139210","Lactobacillus_brevis",87.9113018597997,1,1754
"10390","98ba6c22-bbfe-4cbc-ba2f-30249c19f18e","Pediococcus_pentosaceus",87.5881523272214,1,1756
"10391","98c9d1cd-665c-4ebe-a9b7-e4f05fc0bc62","Lactobacillus_casei",93.828798938288,0,2424
"10397","98d2cbbe-ced5-4900-ab31-741578cfacbd","Lactobacillus_brevis",85.2401129943503,0,1536
"10400","98e3b8e1-b278-4ead-8f1d-60627983d8a8","Lactobacillus_fermentum",91.7842323651452,0,1780
"10404","98fd85ea-60e2-4aa3-b2ff-8562ea46c567","Lactobacillus_paracasei",94.2307692307692,13,2366
"10407","99058921-d2e8-46a9-aad4-70e648f86c9d","Lactobacillus_fermentum",88.410825815406,0,1866
"10409","990b485a-f05b-44cb-80fc-caf5499f7951","Lactobacillus_casei",95.1219512195122,0,2402
"10413","990f5acb-4833-4ead-ac68-950b10e8c7b7","Lactobacillus_casei",92.6359832635983,0,1842
"10415","99154e72-3a04-4654-9764-ede1a97068a9","Lactobacillus_casei",87.8266850068776,0,1800
"10419","992f0f90-15e5-4b32-b8de-b367d4f4bc9b","Lactobacillus_casei",85.9577368779823,0,1626
"10425","993b6d4d-b694-4f87-9f2f-84897605f284","Lactobacillus_buchneri",84.876989869754,1,1438
"10428","994f18e2-4704-41bc-95c1-d224acca1b87","Lactobacillus_casei",86.3930885529158,0,1588
"10431","99572714-9cae-4e7c-90d7-19769c2723d1","Lactobacillus_casei",87.4653739612188,0,1754
"10439","9971bb53-20a1-4b85-8429-8be2a4d6385a","Lactobacillus_buchneri",88.1552076242342,1,1846
"10443","997b4b2b-9921-42fe-b8c3-e409cc31809a","Lactobacillus_salivarius",78.6713286713287,0,1008
"10446","997c7a11-23f0-4e11-85bc-fbcc7733a5aa","Lactobacillus_fermentum",89.2809587217044,1,1966
"10452","998d38e2-2b3e-4d36-a09d-7b127e262c57","Pediococcus_claussenii",88.2092851879145,0,1720
"10454","9997a789-2f18-48a0-95e2-d70d45b58dc0","Lactobacillus_ginsenosidimutans",81.5384615384615,0,1210
"10461","99e15360-683f-4194-824b-6dca5a0ac276","Pediococcus_claussenii",91.3012221423436,0,2044
"10465","99e988eb-4d1f-460b-90c9-ce219b1878f4","Lactobacillus_paracasei",83.9840637450199,1,1318
"10470","99ee0f98-c624-4ec5-9a28-fec1b99bd369","Lactobacillus_paracasei",85.8620689655173,1,1652
"10476","99fb6ce4-fa69-4946-b462-ff0663de5a6d","Lactobacillus_buchneri",82.3014804845222,0,1322
"10479","9a03f1c4-5c88-40ee-a86c-5015cfe9c3f0","Lactobacillus_fermentum",90.6824146981627,0,2166
"10484","9a1cd37c-94e3-4539-bc10-25a293d5baab","Lactobacillus_paracasei",86.2844702467344,0,1560
"10487","9a1fd718-7043-40a8-9281-05483a3459e9","Lactobacillus_fermentum",87.6592890677398,1,1812
"10490","9a2e1347-c74e-49f1-b02f-438eaee3301c","Lactobacillus_casei",92.8767123287671,0,2258
"10493","9a36c152-731e-4831-86c5-959178e77e41","Lactobacillus_casei",93.7753721244926,0,2392
"10498","9a3d3b6f-c7bd-446a-8c06-9ba4b97ea379","Carnobacterium_inhibens",84.4428871758935,0,1504
"10501","9a42c828-e6c8-4017-80ad-6c79b7472cc2","Lactobacillus_casei",89.6576839038602,0,1850
"10509","9a5d4a87-ba16-42b6-9845-1c5a06b97b1f","Lactobacillus_fermentum",82.4595469255663,0,1410
"10512","9a7caf70-cece-42e1-ab70-8d2faad50f07","Lactobacillus_casei",90.3270702853166,0,2004
"10515","9a9942da-ab9c-4420-8e1e-624ae95f3659","Lactobacillus_casei",88.0412371134021,0,1816
"10520","9ab0a049-e60b-4ed0-b6e3-a1cd3918a62f","Lactobacillus_casei",94.6866485013624,0,2438
"10523","9ac48b0d-e729-4a01-b3db-ff8358ca6cba","Lactobacillus_paracasei",91.2328767123288,0,2118
"10525","9aca76a7-5056-47fb-9f05-3ef24ffdab70","Lactobacillus_casei",88.4937238493724,0,1846
"10534","9ae2f364-da11-4558-acb8-5cfb1c7bc106","Lactobacillus_paracasei",89.6113074204947,1,1928
"10539","9b4b7e92-a20a-468f-9233-2a61578f429e","Lactobacillus_fermentum",89.1412349183818,0,1868
"10541","9b4ea9ff-ed44-4e98-9d14-55713df39d12","Lactobacillus_casei",93.1365820178449,1,2264
"10545","9b7368dd-2ed8-454d-abc1-d7d6441489be","Lactobacillus_fermentum",80.4810996563574,1,1214
"10552","9b73cafb-a9f8-404f-b420-c6486d8e8097","Lactobacillus_fermentum",85.8753315649867,1,1682
"10555","9ba1ab30-620c-4677-ab49-d0c9dd07bb7b","Lactobacillus_casei",84.7826086956522,0,1584
"10559","9bc2ca85-e121-44d3-a825-b88ca58036a1","Lactobacillus_casei",91.71826625387,0,1906
"10564","9bc4c6cf-e4a6-45f4-8ef5-5c32a2c5fdae","Lactobacillus_paracasei",94.546693933197,0,2422
"10567","9bd533cc-3a22-4883-b621-9f8890e466df","Lactobacillus_casei",86.5965834428384,0,1792
"10571","9c1d393a-6b82-410e-a696-82eff568058c","Lactobacillus_casei",86.0229574611749,0,1718
"10577","9c27ef78-8aaf-40f3-aaad-7628a3df5ba4","Lactobacillus_brevis",79.3456032719836,0,1088
"10581","9c2d2ffb-a6db-42a4-8136-418bea220368","Lactobacillus_fermentum",90.4986522911051,9,2062
"10586","9cc1fb3d-e01c-4619-b4dc-79dd421738fa","Pediococcus_claussenii",86.7443554260743,0,1624
"10589","9ccfc264-1245-4e75-bacd-f212e8f8b6d2","Lactobacillus_fermentum",88.6085075702956,0,1826
"10595","9cd38b61-b948-46ac-83af-fc561051f5e8","Lactobacillus_fermentum",93.3060109289617,1,2308
"10599","9ced0d0b-30d1-4154-a67d-46edbbfbbf6d","Lactobacillus_casei",87.7441077441078,1,1848
"10603","9d087499-7712-452b-a491-8cb32c8fd890","Lactobacillus_fermentum",93.4058463630184,1,2326
"10609","9d21b393-2b30-4da6-a091-331e3e142d52","Pediococcus_pentosaceus",89.0360559234731,2,1786
"10610","9d21bea1-56ee-4869-a625-49111e9e5173","Lactobacillus_casei",90.3672903672904,0,1992
"10619","9d268ccd-424f-44f9-be8a-7829efe2660d","Lactobacillus_oris",88.6994949494949,2,2082
"10623","9d271417-bdd5-4be9-8960-7abba90bce83","Lactobacillus_fermentum",89.2904953145917,0,2014
"10625","9d301e0f-6e13-4334-91ae-7e7c8322eb9c","Lactobacillus_casei",93.7799043062201,0,2370
"10632","9d392ea2-6d01-44aa-8bc7-1fe8fb5a3596","Lactobacillus_paracasei",84.7343644922663,1,1534
"10636","9d3bbd39-7ffd-41a6-9baf-f964567e630a","Lactobacillus_fermentum",94.0176750509857,1,2390
"10640","9d40379c-07a1-4775-97c8-2db62dde0aa8","Lactobacillus_fermentum",89.5258315640481,1,1914
"10643","9d4c3388-c1c9-401c-9fc9-f5e36ea20791","Lactobacillus_fermentum",94.6866485013624,1,2430
"10647","9d51760c-57a7-4610-bdc4-facece4f7cda","Lactobacillus_casei",87.1565934065934,1,1722
"10653","9d58ea33-51ba-4510-86fd-1ccf94296178","Lactobacillus_fermentum",95.5793703951775,14,2548
"10658","9d89ea27-8276-4cb3-a6ef-ca3b8de48425","Lactobacillus_paracasei",92.3344947735192,0,2168
"10662","9d9155f7-8713-409f-be68-67c803db2a5b","Lactobacillus_paracasei",94.3526170798898,1,2378
"10665","9d9172e8-e8f2-40e1-8906-d5323c6982c5","Lactobacillus_casei",94.8489010989011,0,2432
"10672","9d93de27-8bd5-48b8-8d63-adb5b776396e","Pediococcus_claussenii",87.2093023255814,1,1680
"10675","9d9c8c30-1026-4eeb-847c-08f5bab68f90","Lactobacillus_fermentum",90.6,0,2094
"10677","9da65462-ee36-4478-b32f-08a6305cf8ac","Lactobacillus_casei",84.5196959225985,0,1476
"10682","9db08639-177c-41db-b018-ce4a1ad6268b","Lactobacillus_fermentum",93.5792349726776,2,2334
"10686","9db24c90-2397-4162-8ab7-6a106f6a3290","Lactobacillus_buchneri",85.8181818181818,1,1542
"10691","9dd6fbba-0678-4c4f-82ab-442721a452aa","Lactobacillus_paracasei",94.5927903871829,1,2486
"10692","9de77d26-3461-4dbf-832f-ed97cdea3234","Lactobacillus_casei",95.4918032786885,0,2510
"10694","9deb8cfe-ede4-4294-b04b-5904ab29a4f6","Lactobacillus_casei",90.8141962421712,0,2034
"10698","9df22f36-7c2b-4b89-b8bb-90f006624ddb","Lactobacillus_casei",93.5461485079806,0,2280
"10701","9df28e7b-7e3b-4d95-a017-9e46ed467152","Lactobacillus_casei",94.3189596167009,0,2374
"10705","9df2ed93-8aa8-4d94-b6f7-fea1beaa3ead","Lactobacillus_paracasei",87.7508650519031,1,1796
"10708","9df6eaa2-3357-41b3-8362-910c64410fea","Lactobacillus_paracasei",94.8930296756384,1,2436
"10709","9df72438-c7da-4adc-9491-2a6b4756c2c2","Lactobacillus_casei",89.6952104499274,0,1856
"10715","9e0b8a72-725e-4c0f-8c5f-14f446f0c6d8","Lactobacillus_fermentum",89.2223738062756,0,1964
"10721","9e12bf94-1a05-4781-8ff0-905b2347f771","Lactobacillus_fermentum",85.6361149110807,1,1618
"10726","9e38e203-39e1-4b3b-bb32-0ee69b81f084","Lactobacillus_fermentum",93.7883959044369,1,2332
"10729","9e42d304-8a89-41cd-9c3e-b38aeed29976","Lactobacillus_casei",93.2830705962988,0,2270
"10734","9e45c210-0613-413d-ace9-2c156306a2bd","Lactobacillus_paracasei",93.984962406015,1,2362
"10737","9e469213-883b-4518-9be2-ea60c742f2eb","Lactobacillus_paracasei",90.6164383561644,0,2072
"10738","9e588ad4-08f0-4454-913b-8d3c33b1c2c0","Lactobacillus_casei",88.0968858131488,0,1850
"10744","9e6cb285-916b-451d-8c24-597a6fdc664c","Lactobacillus_ginsenosidimutans",86.9495596477182,0,1476
"10747","9e75ce0f-2c0e-4234-baf0-0794f69de349","Lactobacillus_fermentum",90.0798934753662,0,2052
"10752","9e8407ed-8d26-4029-b65d-8b4bc295d00b","Lactobacillus_casei",88.7151597552685,0,1902
"10755","9e974697-5559-4762-b5a0-8a5de148ebba","Lactobacillus_casei",88.4232954545455,0,1794
"10761","9e97a05b-b711-442e-bfa5-f3ebb2d693a2","Lactobacillus_casei",95.5183946488294,0,2546
"10765","9ea690d3-a2c8-4661-bbbb-1ea13d5e3155","Lactobacillus_casei",81.0756972111554,0,1224
"10771","9ebaed3b-c6a0-4fcf-acda-a4edefc240fb","Lactobacillus_fermentum",91.7063222297757,0,2162
"10775","9ebcae50-ab82-4624-a281-8fefed90692d","Lactobacillus_fermentum",93.0612244897959,0,2306
"10780","9ebee9e2-e079-476b-ab39-83ae4a6e1c7e","Lactobacillus_fermentum",90.9028256374914,1,2078
"10783","9edeb8b9-4b4e-4c48-b45c-4cfb8735b9ca","Lactobacillus_casei",91.0320284697509,0,1994
"10788","9ee827de-7d2d-41c6-a18d-06fa9d87e4c4","Lactobacillus_paracasei",93.8144329896907,10,2336
"10790","9ee9b68a-0a47-4bb8-8cb0-a03fdffe475d","Lactobacillus_buchneri",83.8500360490267,1,1374
"10797","9eef81f4-7924-4977-b9e7-39957ca1c6e2","Lactobacillus_fermentum",80.8959156785244,0,1210
"10804","9efff3b6-ba2b-4736-957b-134a4fd71658","Lactobacillus_buchneri",81.5384615384615,0,1320
"10806","9f0324d8-7f93-41cb-9a2c-46ed993a98a9","Lactobacillus_fermentum",91.7665867306155,1,1832
"10811","9f07cf2f-99a9-492c-8a7e-b3e288746f33","Lactobacillus_fermentum",94.9897048730268,1,2446
"10818","9f0c7dba-4895-42b5-9eb9-4fbe1a504304","Lactobacillus_oris",84.7503373819163,21,1612
"10820","9f325306-8884-49d0-8623-8e92a9dd1e7c","Lactobacillus_fermentum",93.0358350236646,1,2312
"10826","9f42c816-2a56-4cba-989c-c5f4e37698ed","Lactobacillus_fermentum",91.5926179084074,1,2144
"10829","9f4e2e95-a567-4738-b804-e87f5f7f2068","Lactobacillus_casei",94.0165061898212,0,2356
"10832","9f516174-7c55-4374-85ad-67126a6d1de4","Lactobacillus_casei",92.0602327173169,0,2184
"10837","9f628667-1c59-41d2-9550-3b87d5f4ff21","Lactobacillus_fermentum",84.3225806451613,0,1584
"10843","9f62fa29-3d8d-4018-a4c1-ac1f1c8184df","Lactobacillus_paracasei",83.258785942492,0,1494
"10849","9f683d77-ab13-40bd-ab57-8f7cb1b2504f","Lactobacillus_rhamnosus",89.3775372124493,1,2008
"10853","9f6cecbb-54ba-4df1-8c9a-a474aa990c12","Lactobacillus_fermentum",94.2662116040956,1,2372
"10858","9f6d3769-e8d7-4985-ae77-0f34e86f240a","Pediococcus_claussenii",89.2353377876763,18,1802
"10859","9f7f9bd6-6855-42aa-8dba-3eb60ca8bfe3","Lactobacillus_casei",91.41689373297,0,2146
"10866","9f846c2a-cc4d-4968-a80a-2bfd3435ffff","Pediococcus_claussenii",87.436084733382,0,1668
"10869","9f8f1cd4-eaa3-485f-920e-2bd546c50de5","Lactobacillus_delbrueckii",93.0327868852459,0,2296
"10870","9f94d3b1-eac3-4eff-b975-ef86e704fccf","Lactobacillus_casei",89.7538256819694,1,2034
"10876","9f99e3e7-e9a0-4f09-b84f-36ac1e946be4","Lactobacillus_fermentum",91.6047548291233,0,1974
"10879","9fa871dd-8210-42cc-b680-692323dfc338","Lactobacillus_casei",93.0774503084304,0,2262
"10881","9fb4283f-b40d-480f-84e5-9a08ecef6e29","Lactobacillus_casei",95.3983516483516,0,2486
"10886","9fc1a407-d187-4fe0-a454-bcd76417c8e8","Lactobacillus_fermentum",95.467032967033,0,2500
"10891","9fc4bd74-0224-4f90-b42b-c5b7045f78d4","Lactobacillus_paracasei",89.5924308588064,37,1850
"10894","9fccc8cb-1337-4197-a2ed-56769b60d76b","Lactobacillus_buchneri",86.4568081991215,0,1564
"10895","9fd02ff3-afc0-4bf8-ab1b-c7837f55b7f0","Lactobacillus_casei",94.8275862068966,0,2432
"10898","9fd12d9c-d363-4595-9efe-ec1482fe6700","Lactobacillus_casei",93.9373297002725,0,2354
"10903","9fe758ad-f7e6-46dc-8a79-47b9b73f8ba2","Lactobacillus_buchneri",87.4378992193045,1,1738
"10904","9ff3f942-0ed5-49b1-a76b-b6f8de4a268d","Lactobacillus_casei",87.0013755158184,0,1714
"10908","9ffeda03-4618-4e4e-8d95-439f4d676f06","Lactobacillus_paracasei",79.0371724558196,0,1214
"10912","9fffe5e8-51bd-4acf-b6cb-82a31a07e2e4","Lactobacillus_casei",89.086127547666,0,1974
"10918","a01a7b39-2156-4bb4-b81c-dc348c7be44d","Lactobacillus_fermentum",89.6238651102464,13,2120
"10921","a01d8633-9e52-4f59-99b8-d336b97f1e4a","Lactobacillus_buchneri",88.961510530138,0,1800
"10927","a02c366f-13ad-4979-9ef6-2754de0cce1e","Lactobacillus_paracasei",89.9119837508463,1,2028
"10929","a039f150-d864-4f50-8d4c-1a8bd6dc38c1","Lactobacillus_casei",89.9305555555556,0,1944
"10935","a03a40e6-81b3-441c-a000-67dab9980873","Lactobacillus_buchneri",90.0145772594752,0,1886
"10940","a03d9c97-5aeb-494c-87bc-03068c7e1917","Lactobacillus_rhamnosus",88.9429763560501,0,1858
"10942","a04a4f77-a2fd-4b58-81c5-7e067ce5d7d9","Lactobacillus_casei",79.7894736842105,0,1058
"10950","a0569300-46c5-4719-a715-13c5a4af2112","Lactobacillus_salivarius",81.4765985497693,0,1312
"10951","a0590307-a819-4b22-a147-fc3ab6b8616a","Lactobacillus_casei",92.4643584521385,0,2238
"10955","a06b7f2b-6265-48be-b36b-1429921cfbc2","Pediococcus_pentosaceus",82.8476269775187,0,1126
"10959","a08ef87c-d9b2-453d-aa6d-b400f4db31d6","Lactobacillus_buchneri",87.9912663755458,0,1720
"10960","a0a49627-1f12-4fe9-bec7-c538ff74d302","Lactobacillus_casei",88.4268884268884,0,1846
"10967","a0bd1044-ff03-47bb-a02c-c95449070dbf","Lactobacillus_casei",87.3409243134628,1,1800
"10969","a0d09201-7db8-4485-8d53-eee5ebcd9a27","Lactobacillus_casei",93.7671232876712,0,2344
"10972","a0e0f74c-6b08-4f2c-819f-18f88b18af7c","Lactobacillus_casei",87.3190902825637,0,1738
"10977","a0fe30bf-b252-440b-9c1e-bcace63dff8b","Lactobacillus_casei",94.1780821917808,0,2368
"10979","a108f8ac-7004-46ae-9fdb-68d147865a75","Lactobacillus_casei",93.0939226519337,0,2256
"10986","a141c08c-4b13-45a6-ae36-0f5926f4255e","Lactobacillus_fermentum",90.0680272108844,8,2010
"10989","a1497782-73f2-4dba-b352-76cc34626e97","Lactobacillus_fermentum",93.1245745405037,1,2284
"10994","a1517a6c-ed38-417a-88ed-d6c235981f82","Lactobacillus_paracasei",92.6712328767123,9,2246
"10997","a196f8e0-7b98-4973-a18d-2c8353755713","Lactobacillus_paracasei",93.7675070028011,0,2296
"11000","a1ae1d81-3e50-4829-9b54-501875c056b9","Lactobacillus_paracasei",95.0684931506849,15,2466
"11001","a1b90e0c-4807-4d17-a19a-b8f878973597","Lactobacillus_casei",88.4589726484323,0,1990
"11007","a1ba637c-864c-41bd-8613-89d8ff68fb99","Lactobacillus_fermentum",92.1302578018996,0,2196
"11009","a1c895fd-b8c5-4c19-b5fc-cfa60d31c24d","Lactobacillus_casei",88.9132020423049,0,1756
"11012","a1c8b6ab-9c41-44e4-8d64-303b927be10a","Lactobacillus_casei",92.2761449077239,0,2216
"11016","a1d46583-1aad-4319-a9ad-4109ca1a0a92","Lactobacillus_buchneri",86.055182699478,1,1522
"11020","a210be17-e23f-4985-839f-084a521b6d5a","Lactobacillus_fermentum",78.0784844384303,0,922
"11025","a216615b-70f3-4237-98db-3ab4995018cd","Lactobacillus_fermentum",87.5491480996068,1,1834
"11030","a21a2890-606d-49be-b00e-8df7ae190b7a","Lactobacillus_fermentum",93.9477303988996,0,2376
"11032","a22809c4-32b1-471d-a9b2-ad13e127f1b3","Lactobacillus_casei",95.3951890034364,0,2474
"11036","a230edf1-eba4-41af-82c5-09ff85d260e5","Lactobacillus_brevis",76.3475462590507,0,634
"11038","a26db401-c9fc-45c8-8e1e-c7865eb7b0e3","Lactobacillus_casei",89.149560117302,38,1792
"11043","a2738ab0-1a18-4125-a5a0-f6bf18535a35","Lactobacillus_casei",85.7729138166895,0,1660
"11048","a27acb0a-aea3-4f9e-a3f4-c37240b68d17","Lactobacillus_paracasei",87.7055039313796,1,1704
"11052","a28141a3-11d7-4691-afc1-aa94d55f59ff","Lactobacillus_casei",83.4331337325349,0,1448
"11057","a28252d3-0bd2-4f1b-a11a-17f64bbaf6c4","Lactobacillus_casei",84.421768707483,0,1528
"11062","a2871109-fd12-482d-9612-914fdb687c6f","Lactobacillus_fermentum",81.4073595868302,0,1300
"11068","a292f209-4c86-4bcf-9f93-c98c40f4d978","Pediococcus_pentosaceus",81.439661256175,1,1210
"11069","a2b0a91e-0f6e-49e9-8297-f19e6cba50de","Lactobacillus_casei",94.1740918437286,0,2372
"11072","a2b30f72-3055-45c8-b89d-a998713342ff","Lactobacillus_casei",86.3478863478863,1,1678
"11077","a2c51f33-9a64-484a-94f5-883b97b31160","Lactobacillus_paracasei",95.5064737242955,15,2226
"11079","a2c69972-9b36-43b0-a623-24b284015a0e","Lactobacillus_paracasei",94.6648426812585,0,2460
"11081","a2f56976-1d18-45cc-a749-4dd5d8f889f8","Lactobacillus_casei",86.4631718646317,0,1706
"11085","a306632e-5301-426b-b5fc-1654436d56ec","Lactobacillus_fermentum",91.1342894393742,0,2204
"11087","a34d079d-09fb-4b1e-a9b2-8b6b7539e81e","Lactobacillus_casei",93.1339225016995,0,2296
"11093","a34f14d5-a52f-4641-b492-fa3083d5e582","Lactobacillus_buchneri",88.0442804428044,0,1698
"11097","a34f9f24-bd6f-429c-8f90-80ebecd39c04","Lactobacillus_fermentum",94.9522510231924,0,2464
"11102","a36db19d-88a4-4929-b7fa-eb95b360543c","Lactobacillus_rhamnosus",88.1161377447671,7,1864
"11103","a36f6152-6303-4432-9196-876bd6d98f79","Lactobacillus_casei",97.0934256055363,0,2608
"11106","a397b062-ced4-4208-a613-d38d4eef3cce","Lactobacillus_fermentum",95.0583390528483,2,2472
"11111","a39b0124-dd4f-4de0-ae5e-3fbe9d2c94e2","Lactobacillus_fermentum",88.903743315508,1,1934
"11118","a3bd80a9-c95a-402a-8dc8-fcffb2fadf8a","Lactobacillus_rhamnosus",81.1982154238368,1,1360
"11120","a3df3ef8-8695-44df-9ec5-564679bb84f7","Lactobacillus_salivarius",81.1881188118812,0,1172
"11126","a4055349-71b9-4589-8cbf-f2759c572261","Lactobacillus_paracasei",92.5597269624573,0,2220
"11131","a418525b-16ef-4120-944e-3f2a4ca155f8","Lactobacillus_fermentum",91.2139503688799,1,2150
"11133","a423e1ef-52b8-4f10-887d-b08d19d339e1","Lactobacillus_casei",93.4103260869565,0,2308
"11136","a42b5885-de5f-475c-8235-acc4df4757c9","Lactobacillus_fermentum",88.9858965748825,0,1928
"11138","a4504fd1-2ba7-48f0-b97d-fd4f583ac1fd","Lactobacillus_casei",96.3397790055249,0,2548
"11141","a450b7dd-d8c7-427f-9ff7-140a60941115","Lactobacillus_buchneri",83.8688085676038,0,1500
"11146","a4608792-b184-4ed2-a796-39b97f921231","Lactobacillus_rhamnosus",87.5494071146245,0,1842
"11147","a469b92b-fa1f-4ab5-84f3-a259b0d33dda","Lactobacillus_casei",85.0589777195282,0,1638
"11152","a46afd65-388d-48ad-b129-05c9fb483e35","Lactobacillus_casei",93.7799043062201,0,2364
"11157","a47192cd-2657-42fd-bd20-5a05cdcba8fe","Lactobacillus_fermentum",94.3989071038251,2,2410
"11159","a4a1ef8d-18aa-40a0-af79-d71c384cb15e","Lactobacillus_casei",82.2857142857143,0,1804
